model,name,price,quantity,status
342491,"Miele STAF0 – Σκούπα Ηλεκτρική Guard S1 Junior Red",179,0,0
342496,"Miele SVWF0 – Σκούπα Ηλεκτρική Guard M1 Standard Red",172,5,1
342497,"Miele SVWF0 – Σκούπα Ηλεκτρική Guard M1 Standard Flex Nordic Blue",182,5,1
342498,"Miele SVZF0 – Σκούπα Ηλεκτρική Guard M1 Cat & Dog Black",234.5,3,1
342501,"Miele SUDF0 – Σκούπα Ηλεκτρική Guard L1 Blue",219,5,1
342502,"Miele SUFF0 – Σκούπα Ηλεκτρική Guard L1 Allergy Lotus White",259,0,0
342503,"Miele Guard L1 Cat & Dog Flex Black – Σκούπα Ηλεκτρική 890W 3.5L AirClean",323.9,2,1
342504,"Miele SUSF0 – Σκούπα Ηλεκτρική Guard L1 AllFloor Black",288.9,2,1
342505,"Miele SUSF0 – Σκούπα Ηλεκτρική Guard L1 Parquet Lotus White",328.9,3,1
342506,"Miele SUMF0 – Σκούπα Ηλεκτρική Guard L1 Comfort Titanium Grey",389.9,2,1
342511,"Miele TU HyClean Pure INT – Σακούλα Σκούπας για Guard S1 & Guard L1 Αυθεντικό Αναλώσιμο",18.9,4,1
342512,"Miele CO HyClean Pure INT – Σακούλα Σκούπας για Guard M1 Αυθεντικό Αναλώσιμο",18.9,21,1
342574,"Rowenta DG9621 – Σύστημα Σιδερώματος 7.8bar 2800W",259,0,0
342578,"Tefal BL190AF0 – Μπλέντερ 1000W",81,1,1
342580,"Singer STI 2050 Σίδερο Ατμού 3000W",35,0,0
342622,"Nespresso ENV90.P – Delonghi Καφετιέρα Vertuo Pop",79,1,1
342630,"Tefal SV4111 – Σύστημα Σιδερώματος 5.3 bar",66.9,0,0
342640,"Delonghi ECAM310.80.SB – Καφετιέρα Espresso Magnifica Evo Next Μαύρο Inox",659,1,1
342641,"Philips BHD538/30 – Σεσουάρ Μαλλιών 2300W ThermoShield Πτυσσόμενο",59.9,5,1
342651,"Tefal DT9814 – Βούρτσα Ατμού Χειρός 1400W OptiFlow AeroSteam",92.9,4,1
342775,"Rowenta GZ5035 – Σκούπα Stick Wet&Dry Ασύρματη",258,2,1
342791,"Rowenta GZ7035 – Σκούπα Stick Wet & Dry Επαναφορτιζόμενη",389,1,1
342793,"Stiroplus SP2025 – Σύστημα Σιδερώματος 10 bar με Δοχείο",194.8,1,1
342809,"Rohnson R-98044 – Καφετιέρα Espresso",99,2,1
342828,"Rowenta CF8C20E0 – Σεσουάρ Μαλλιών Ultimate Experience Air Motion",97.78,3,1
342833,"Tefal DT8765 – Σύστημα Σιδερώματος Πίεσης με Δοχείο Νερού",73.9,4,1
342844,"Rowenta RH99G3 – Σκούπα Stick XForce Flex 15.60 Μαύρη",378,0,0
342893,"Tefal FW4018 – Φριτέζα Αέρος Easy Fry XL 4.2L",116,2,1
342941,"Nespresso XN9206 – Krups Καφετιέρα Vertuo Pop Λιλά",69,1,1
342971,"Tefal BL1C0430 – Μπλέντερ LightMix Μέντα 0.3L",35,2,1
343038,"Rohnson R-2881 – Φριτέζα Αέρος Single or Dual Basket",139,1,1
343166,"Rowenta TN2804 – Κουρευτική Μηχανή Προσώπου 22 Ρυθμίσεις 90 Λεπτά",24.88,3,1
343278,"Nutribullet NBP003W – Μπλέντερ Smoothies 0.475L Λευκό",38,5,1
343417,"Rohnson R-5880 – Κουζινομηχανή Inox",135,1,1
343436,"Rohnson R-98082 – Καφετιέρα Espresso & Cappuccino 20 bar 1350W Hot & Cold",145,1,1
343451,"Tefal GC750D – OptiGrill Elite - Ηλεκτρική γκριλιέρα 2000W",162,0,0
343515,"Tefal EY922D – Easy Fry Flex - Φριτέζα αέρος Dual Zone 9L",139,0,0
343553,"Miele STAF0 – Σκούπα Ηλεκτρική Guard S1 Nordic Blue 890W με Σακούλα",159,0,0
343581,"Rohnson M30 – Σκούπα Stick Mamba Μαύρο",218,1,1
343624,"Singer Meraki CM1110 BR Ηλεκτρικό Μπρίκι 800W",26.98,3,1
343636,"Rohnson R-5111 – Κοπτήριο 1000 W 2 L 6 Λεπίδες Τιτανίου",34,4,1
343641,"Tefal G32032 – Σωτέζα 24εκ. Αντικολλητική με Καπάκι",56.9,2,1
343656,"Philips BG3485/15 – Ξυριστική Μηχανή Σώματος Wet & Dry 80 Λεπτά",49.9,4,1
343675,"Xiaomi H40 – Σκούπα Ρομπότ Λευκό",349,0,0
343700,"Σκούπα Stick Rowenta X-Force Flex 9.60 RH2099 Κόκκινο",174,1,1
343702,"Singer VCL 3144 – Σκούπα Ηλεκτρική Τροχήλατη Χωρίς Σακούλα",88,2,1
343703,"Singer VCL 3145 Active Pro Σκούπα Ηλεκτρική 4L",93,0,0
343705,"Rohnson R-98300 – Καφετιέρα Espresso 2700W 20 bar Ακροφύσιο Ατμού",269,2,1
343717,"Tefal 343717 – Τηγάνι ⌀ 26cm Μαύρο",42.9,4,1
343719,"Rowenta IN5020 – Καθαριστης λεκεδων",134,0,0
343764,"Rohnson R-4437 – Φραπιέρα Μπέζ",22.9,4,1
343779,"Braun IS3255BL – Σύστημα Σιδερώματος 2200W 7 bar EloxalPlus",159,2,1
343786,"Tefal G32082 – Βαθύ Τηγάνι 26 εκ. Αντικολλητικό με Καπάκι",68,1,1
343813,"Singer Meraki CM1110 BL Ηλεκτρικό Μπρίκι 800W",29.9,0,0
343814,"Singer Meraki CM1110 CR Ηλεκτρικό Μπρίκι 800W",29.9,6,1
343830,"Tefal Ultimate Pure FV9852 – Σίδερο Ατμού 3200 W 60 g/min Βολή Ατμού 300 g",74,4,1
343831,"Rowenta SF5120 – Πρέσα Μαλλιών με Κεραμικές Πλάκες και Ρυθμιζόμενη Θερμοκρασία",38.7,4,1
343842,"Miele STAF0 – Σκούπα Ηλεκτρική Guard S1 Standard Yellow",145.8,0,0
343843,"Miele SVXG0 – Σκούπα Ηλεκτρική Guard M1 Performance Λευκή",184,0,0
343844,"Miele SNRF3 – Boost CX1 Blue Pulse Obsidian Black",176.8,3,1
343906,"Fissler Vitaquick Premium – Χύτρα Ταχύτητας 6 Lt Ø22 cm 2 Επίπεδα Μαγειρέματος Inox 18/10",189,4,1
343910,"Fissler Vitaquick Premium – Χύτρα Ταχύτητας 8 lt Ø26 2 Επίπεδα Μαγειρέματος",229,7,1
343927,"Tefal PP1900 – Ζυγαριά Σώματος 180 kg Γυάλινη LED Οθόνη",19.9,12,1
343940,"Rohnson R-2348 – Τοστιέρα 1000W Γκρι",34.8,5,1
343990,"Rohnson R-1233 – Ηλεκτρική Σκούπα Bagless",89,0,0
343996,"Rohnson R-2344 – Τοστιέρα - Γκριλιέρα 2200W 4 Τοστ Αντικολλητικές Πλάκες",59,0,0
344001,"Singer Matte SM 1320AN – Τοστιέρα 800W με Αποσπώμενες Αντικολλητικές Πλάκες (2 Τοστ)",48,0,0
344002,"Singer SM 1320IV – Τοστιέρα Matte Series 800W (Ivory)",48.9,1,1
344003,"Tefal MQ740H – Πολυκόπτης Easy Press Multi 600W",29.9,6,1
344023,"Roller Kappatos 20107 – Ψηστιέρα Σχάρας 1200W Inox με Καπάκι 38 × 24,5 cm",52,3,1
344028,"Fissler Vitaquick Premium Set Quattro – Χύτρα Ταχύτητας 8 Lt & 4.5 Lt Καλάθι Ατμού",385,6,1
344045,"Rohnson R-28019 – Φριτέζα Αέρος 9Lt 3100W Μαύρο",89,1,1
344052,"Fissler Vitaquick Premium – Χύτρα Ταχύτητας 4.5 Lt",169,3,1
344053,"Fissler Vitaquick Premium – Χύτρα Ταχύτητας 10 Lt Ø26 cm 2 Επίπεδα Μαγειρέματος Καλάθι Ατμού",279,3,1
344076,"Rohnson R-2892 – Φριτέζα Αέρος Double Stack 10L 2500W",148,2,1
344123,"Roller Kappatos 20106 – Ψηστιέρα Σχάρας 1050W Inox Διπλή Σχάρα με Καπάκι 32.5 × 24.5 cm",48,5,1
344139,"Krups EA811010 – Arabica - Αυτόματη καφετιέρα espresso 1450W",329,1,1
344166,"Nespresso EN85.B – Καφετιέρα Delonghi Essenza Mini Μαύρο",89,2,1
344208,"ROHNSON R-468 FreshMax – Αποχυμωτής Αργής Σύνθλιψης 300W Inox",78.9,3,1
344209,"Rohnson R-5518 – Μίξερ χειρός 800W 5 ταχυτήτων Inox/Black",39,3,1
344264,"Rohnson AirGlow R-688 – Multi Styler 1400W 6 σε 1 Coanda BLDC",139,1,1
344299,"Rohnson R-5348 – Μπλέντερ 1400W γυάλινο δοχείο 1.7L Inox",97.9,2,1
344317,"Tefal CM5S1DE0 – Καφετιέρα Φίλτρου 1000W 1,25Lt 10-15 Φλιτζάνια",39,3,1
344347,"Rohnson R-7616 – Βραστήρας 1,7Lt 7l 2200W Inox",24.9,5,1
344354,"Rohnson M29 – Σκούπα Stick Επαναφορτιζόμενη",317,2,1
344358,"Rohnson R-2763 – Τοστιέρα 2 Τοστ 850W Αποσπώμενες Πλάκες",24,0,0
344384,"Tefal PP1904 – Ζυγαριά Μπάνιου 180 kg 100 g Αόρατη LED Οθόνη",19.9,11,1
344424,"Tefal DN853B – Πολυκόπτης Fresh Express 150W Γκρι",52,2,1
344425,"Tefal GV9920E0 – Σύστημα Σιδερώματος 3000W 9 bar LED Vision Boost 850 g/min",297,9,1
344435,"Braun GS3024BL – Ατμοκαθαριστής Ρούχων Χειρός 1100W",50.6,6,1
344436,"Nutribullet NBP013.BL – Μπλέντερ Μπλέ",65.9,4,1
344437,"Nutribullet NBP013.GR – Μπλέντερ Πράσινο",65.9,1,1
344439,"Nutribullet NBP013.W – Μπλέντερ Λευκό",65.9,1,1
344440,"Nutribullet NBP013.VT – Μπλέντερ Μωβ",65.9,2,1
344506,"Tefal EY8328 – Φριτέζα Αέρος 7L 2180W Infrared",96,1,1
344511,"Fissler Vitaquick Premium – Χύτρα Ταχύτητας 3.5lt 22cm Superthermic Βάση",169,3,1
344512,"Nutribullet NBP013.OR – Μπλέντερ Πορτοκαλί",65.9,2,1
344635,"Rohnson R-690 – Σεσουάρ Μαλλιών 2200W Ionic με Φυσούνα",29,1,1
344640,"Bosch BGD38RD1H – Ηλεκτρική Σκούπα 600W Τροχήλατη με σακούλα 4Lt Κόκκινο",119,12,1
344650,"Braun SI5277GR – Ατμοσίδερο 2700W 220g/min FreeGlide 3D",69,5,1
344658,"Ariete 00P414520AR0 – Ατμοκαθαριστής 5 bar 1500W 1,2Lt",119,1,1
344669,"Monix M689902 Denmark – Σετ Μαγειρικών Σκευών 9 Τεμαχίων Αντικολλητικό Επαγωγικό",79,0,0
344708,"Rowenta RR8797WH – Σκούπα Ρομπότ με Χαρτογράφηση και Wi-Fi Λευκή",199,1,1
344709,"Tefal IG602A – Παγωτομηχανή 1,4Lt 10 Προγραμμάτων 3 Δοχείων",197,2,1
401365,"Σόμπα Χαλαζία Taurus Bagno 2Q 1200W Μπάνιου",49,0,0
401390,"Inventor CF-ION-10L – Αφυγραντήρας Comfort",129,0,0
405480,"Kerosun CH900 – Θερμάστρα Carbon",49,0,0
406534,"Αερόθερμο Honeywell HZ500E Μπάνιου - Δωματίου 2000 Watt",49,0,0
406553,"Θερμάστρα Υγραερίου Σφυρήλατη Silver 4,2Kw CookMaster ΝΥ-138A-S",99,0,0
406631,"Θερμάστρα Υγραερίου Rohnson Primavera",139,0,0
406837,"Honeywell HT900E4 – Ανεμιστήρας Box Fan 40W 26cm",31.9,9,1
407090,"Kerosun KRMC-20 – Καλοριφέρ Mica 2000 Watt",105,0,0
407091,"Kerosun KRMC-25 – Καλοριφέρ Mica",120,0,0
407094,"Kerosun KPMC-20 – Θερμοπομπός Mica",99,0,0
407558,"Primo L44003/PRCF-80282 – Ανεμιστήρας Οροφής - Διάφανα Φτερά",130,0,0
407591,"Primo WS42-4CL/PRCF 80276 – Ανεμιστήρας Οροφής - 105cm Καφέ με Φώς",75,0,0
407592,"Primo PRCF-80278 – Ανεμιστήρας Οροφής - 130cm με Φως Λευκός",80.95,0,0
407829,"Delonghi TRD4 1025 – Καλοριφέρ Λαδιού Dragon 4 2500 Watt",139,0,0
407853,"Delonghi IR3010.GY – Θερμάστρα Υγραερίου",169,0,0
407865,"Καλοριφέρ Λαδιού Delonghi Dragon 4 TRD4 0820 2000 Watt",149,0,0
407892,"Θερμαντικό Πάνελ Thermor Evidence Digital 1500w",110,0,0
408331,"Delonghi HCX9120E – Θερμοπομπός 2000 Watt",140,0,0
408583,"Silver Star SFF-20140 – Ανεμιστήρας Δαπέδου 20'",59,0,0
408784,"Rowenta SO2210 – Αερόθερμο Classic 2000W",35,0,0
408847,"Delonghi TRRS1225 – Καλοριφέρ Λαδιού 2500 Watt",120,0,0
408851,"Delonghi TRRS 0920 – Καλοριφέρ Λαδιού 2000 Watt",119,0,0
408867,"Delonghi HVA3220B – Αερόθερμο Δωματίου - Μπάνιου 2000 Watt",47,0,0
408870,"Delonghi HSX2320 – Θερμοπομπός",59,0,0
408880,"Serton Serton352 – Θερμοπομπός Χαλαζία 352 Turbo",49,0,0
408899,"Delonghi HSX2320F – Θερμοπομπός 2000 Watt",73,0,0
408909,"Ηλιακός Θερμοσίφωνας Pyramis Premium 160lt Τριπλής Ενέργειας 2,3m²",905,0,0
409020,"Ανεμιστήρας Δαπέδου Primo Μίνι Πύργος 20 εκ. 15759 Μαύρος",16,0,0
409442,"Αερόθερμο Silver SFH-200",19,0,0
409444,"Silver SQH-101 – Σόμπα Χαλαζία 1200W",25,0,0
409450,"Θερμάστρα Υγραερίου Primo NY-268",115,0,0
409962,"Inventor N2VI32-24WiFi/N2VO32-24 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",399,0,0
409965,"Inventor L4VI32-09/L4VO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",0,0,0
409966,"Inventor L4VI32-12WIFIR/L4VO32-12 – Κλιματιστικό 12000 BTU Α++",0,0,0
409967,"Inventor L4VI32-16WIFIR/L4VO32-16 – Κλιματιστικό Inverter 16000 BTU A++",0,0,0
409968,"Inventor L4VI32-18WIFIR/L4VO32-18 – Κλιματιστικό Inverter 18000 BTU A++",0,0,0
409982,"Αερόθερμο Δωματίου Κεραμικό Delonghi HFX30C18.AG 1800 Watt",69,0,0
409983,"Αερόθερμο Δωματίου Κεραμικό Delonghi HFX30C18.IW 1800 Watt",56,0,0
409984,"Αερόθερμο Δωματίου Delonghi HFS50D22 2200 Watt",61,0,0
409985,"Delonghi HFS50C22 – Αερόθερμο Δωματίου 2200 Watt",59,0,0
409991,"Rohnson R-8016 – Θερμοπομπός Quartz 2200 Watt",59,0,0
409993,"Αερόθερμο Honeywell HCE200BE",42,0,0
409994,"Rohnson R-032 – Ηλεκτρική Κουβέρτα",29,0,0
409995,"Rohnson R-035 – Ηλεκτρική Κουβέρτα",45,0,0
409997,"Rohnson R-070 – Καλοριφέρ Micathermic 2000 Watt",62,0,0
410056,"Θερμοπομπός Thermor Evidence 3 Elec 1000W με βάσεις δαπέδου 400337",119,0,0
410057,"Θερμοπομπός Thermor Evidence 3 Prog 1000W",129,0,0
410104,"Αερόθερμο Δωματίου Δαπέδου 2000W First FA-5568-2 2000W",19,0,0
410128,"Silver Star SHQ-2300 – Σόμπα Χαλαζία Quartz 2200W",49,0,0
410130,"Θερμοπομπός Thermor Evidence 3 Prog 1500W",149,0,0
410134,"Silver Star SQH-120 – Σόμπα Χαλαζία Quartz 2200W",79,0,0
410201,"Inventor P8MVI32-24WI-FI – Κλιματιστικό Inverter 24000 BTU A++",0,0,0
410296,"Midea AG2Line -12NXD0-I/AG2Line-12N8D0-O – Κλιματιστικό 12000 BTU A++/A+",280,0,0
410298,"Midea MA2-18NXD0 – Κλιματιστικό 18000 BTU A++/A+ με Ιονιστή",471,0,0
410300,"Midea MA2-09NXD0 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",256,0,0
410326,"Midea MA2-24NXD0 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",340,0,0
410356,"Inventor O3MVI32-12WI-FIR/O3MVO32-12 – Κλιματιστικό Inverter 12000 BTU A++",150,0,0
410361,"Inventor O3MVI32-09/O3MVO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",154,0,0
410365,"Inventor O3MVI32-18WI-FIR/O3MVO32-18 – Κλιματιστικό Inverter 18000 BTU A++",274,0,0
410379,"Midea MA-12NXDO – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",289,0,0
410381,"Midea MA-18NXD0 – Κλιματιστικό 18000 BTU A++/A+ με Ιονιστή",486,0,0
410412,"Inventor P9MVI32-12WI-FI/P9MVO32-12 – Κλιματιστικό Inverter 12000 BTU A++",0,0,0
410696,"Αφυγραντήρας Delonghi DNS 80 20 lt",249,0,0
410704,"Θερμοπομπός Rohnson Mica R-072 2000 Watt",87,0,0
410725,"Thermor GI7813CF0 – Θερμοπομπός Evidence 3 Elec 2000W",179,0,0
410726,"Θερμοπομπός Thermor Evidence 3 Elec 2500W",189,0,0
410728,"Θερμοπομπός Thermor Evidence 3 Elec 1000W",119,2,1
410729,"Thermor Elec 1500 – Θερμοπομπός Evidence 3 1500W (415602)",120,1,1
410746,"Θερμοπομπός Primo Quartz LX-2830 1200 Watt",25,0,0
410805,"Toyotomi FS-A140IUINV Κλιματιστικό Ντουλάπα",2600,0,0
410845,"Kerosun LC-56 – Θερμάστρα Πετρελαίου Inventer",363,0,0
410852,"Rohnson R-8013 – Θερμοπομπός Quartz 2200W",70,0,0
410857,"Kerosun LC-45 – Θερμάστρα Πετρελαίου Inventer",292,2,1
410861,"Θερμάστρα Πετρελαίου Kerosun Rainbow GF",249,0,0
411023,"Ψησταριά Κάρβουνου OutdoorChef Chelsea 480 C 45 cm",209,0,0
411026,"Inventor PR1VI32-09WF/PR1VO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",125,0,0
411028,"Inventor PR1VI32-12WF/PR1VO32-12 – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",150,0,0
411030,"Inventor PR1VI32-18WF/PR1VO32-18 – Κλιματιστικό 18000 BTU A++/A+ με Ιονιστή",650,0,0
411032,"Inventor PR1VI32-24WF/PR1VO32-24 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",766,0,0
411038,"Inventor AR3VI32-09WF/AR3VO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",420,0,0
411040,"Inventor AR3VI32-12WF/AR3VO32-12 – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",403,0,0
411044,"Inventor AR3VI32-24WF/AR3VO32-24 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",812,0,0
411161,"Ανεμιστήρας Οροφής Primo L44002 Κερασί",130,0,0
411186,"Ανεμιστήρας Επιτραπέζιος Morris MFT-16227 Μαύρος",49.9,0,0
411189,"Morris MFT-16228 – Ανεμιστήρας Επιτραπέζιος 16""",44.9,0,0
411306,"Inventor PR1VI32-09WF/PR1VO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",150,0,0
411319,"Mitsubishi Heavy DXK / DXC09 Z6-W – Professional Series Κλιματιστικό 9.000 BTU",579,0,0
411326,"Mitsubishi Heavy Κλιματιστικό Professional Series DXK/DXC15Z6-W/A 15000 Btu",959,0,0
411384,"Αφυγραντήρας Delonghi DDSX225 25 lt",279,0,0
411396,"Θερμοπομπός Rohnson Mica R-077 2000 Watt",87,0,0
411401,"Rohnson Mod R-028 – Θερμοπομπός 2000 Watt",119,0,0
411422,"Σόμπα Χαλαζία Life Q-Heat 1200W",44,0,0
411428,"Ηλεκτρική Κουβέρτα Imetec Sensitive Single 16652 Μονή",89,0,0
411429,"Ηλεκτρική Κουβέρτα Imetec Sensitive DD 16653 Διπλή",134,0,0
411432,"Θερμοπομπός Χαλαζία Telco LX-2821 170002",20,0,0
411466,"Θερμοπομπός Thermor Evidence Digital 1500W",129,0,0
411467,"Θερμοπομπός Thermor Evidence Digital 1000W",119,0,0
411471,"Inventor QLT-300 – Καθαριστής Αέρα",179,0,0
411472,"Καθαριστής Αέρα Inventor QLT-500",349,0,0
411482,"Ηλεκτρικό υπόστρωμα Solac Norway CT-8624 Διπλό 140x150cm",59,0,0
411504,"Kerosun OMNI 230GEF – Θερμάστρα Πετρελαίου",266,0,0
411507,"Kerosun KRMC-20E – Καλοριφέρ Mica 2000 Watt",139,0,0
411509,"Kerosun KRMC-25E Θερμοπομπός Δαπέδου 2500W Mica με Ηλεκτρονικό Θερμοστάτη",149,0,0
411515,"Καλοριφέρ Λαδιού Kerosun KOR-09EB 2000 Watt",84,0,0
411521,"Αφυγραντήρας Morris MDP-24300i 24 lt",399,0,0
411530,"Αφυγραντήρας Midea MDDF-16DEN7-QA3-WIFI 16 lt",169,0,0
411531,"Midea MDDF-20DEN7-QA3-WIFI – Αφυγραντήρας Wi Fi 20L",199,0,0
411537,"Inventor ATM-25L F – Φίλτρο Αφυγραντήρα Atmosphere",28,8,1
411617,"Kerosun LC-34 – Θερμάστρα Πετρελαίου",259,0,0
411682,"Rohnson R-8200 – Ανεμιστήρας Box Fan Μαύρο",21.5,7,1
411686,"Rohnson R-818 – Ανεμιστήρας Δαπέδου Λευκό",59,1,1
411687,"Rohnson Ανεμιστήρας Επιτραπέζιος R-863 Μεταλλικός",57,2,1
411718,"Primo PRMF-80427 – Ανεμιστηράκι USB 15cm Γραφείου",7.9,1,1
411723,"Primo PRCF-80470 – Ανεμιστήρας Αυτοκινήτου 6"" 12V",12,0,0
411748,"Primo PRWF-80455 – Ανεμιστήρας Τοίχου 26"" 65cm",139,2,1
411754,"Ανεμιστήρας Δαπέδου Primo PRFF-80457 Μαύρο",79,0,0
411784,"Primo PRMF-80413 – Ανεμιστήρας Υδρονέφωσης Μαύρο",109,1,1
411823,"Taurus BOREAL 16CR DIGITAL – Ανεμιστήρας Ορθοστάτης 50W 40cm Μαύρο",65,9,1
411827,"Midea MA2-09NXD0-XI/MA-09N8D0-XO – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",349,0,0
411851,"Midea MA2-12NXD0-I/MA-12N8D0-O – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",389,0,0
411865,"Ανεμιστήρας Πύργος Ferrari G50032 G3 50W",0,0,0
411978,"Καθαριστής Αέρα Rohnson MOD R-9450",129,0,0
411980,"Inventor AT-IONUV-25L – Αφυγραντήρας Atmosphere XL 25L",339,0,0
411997,"Toyotomi TDE-16GA20 – Αφυγραντήρας Sonzai 16L",199,0,0
412008,"Mitsubishi Heavy SRK/SRC50ZSP - W/A – Κλιματιστικό  18000 BTU",1139,0,0
412012,"Αερόθερμο Δωματίου Midea NF20-18URB 2000 Watt",70.9,0,0
412013,"Αερόθερμο Δωματίου Midea NF20-18URW 2000 Watt",70.9,0,0
412014,"Αερόθερμο Δωματίου Κεραμικό Midea NTH20-20JRA 2000 Watt",69,0,0
412016,"Καλοριφέρ Λαδιού Midea NY2311-20MR 2300 Watt",85,0,0
412017,"Καθαριστής Αέρα Carrier Pioneering Air CAFN036LC1",259,0,0
412025,"Inventor KRM-ION-10L – Αφυγραντήρας Karma 10L",129,0,0
412028,"Ηλεκτρικό υπόστρωμα Solac Norway CT 8621 Μονό 80x150cm",39,0,0
412036,"Αφυγραντήρας Delonghi DEXD216F 16 lt",249,0,0
412092,"Mitsubishi Heavy SRK/SRC35ZSP - W/A – A/C Professional Series 12000 BTU",799,0,0
412142,"Inventor MFVI32-24WFI/MFVO32-24 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",1349,0,0
412174,"Inventor SVI32-09WFI/SVO32-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",399,0,0
412176,"Inventor SVI32-12WFI/SVO32-12 – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",484,0,0
412184,"Inventor DR2VI32-12WFI/DR2VO32-12 – Κλιματιστικό 12000 BTU A+++/A++ με Ιονιστή",899,0,0
412227,"Inventor CR2VI32-18WFI/CR2VO32-18 – Κλιματιστικό 18000 BTU A++/A+ με Ιονιστή",1099,0,0
412247,"Inventor CR2VI32-24WFI/CR2VO32-24 – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",1149,0,0
412287,"Inventor CRPVI32-12WFI/CRPVO32-12 – Κλιματιστικό 12000 BTU A+++/A++ με Ιονιστή",699,0,0
412289,"Inventor CRPVI32-09WFI/CRPVO32-09 – Κλιματιστικό 9000 BTU A+++/A++ με Ιονιστή",649,0,0
412306,"Ανεμιστήρας Οροφής Primo PRCF-80521 Wenge",140,0,0
412418,"Mitsubishi Heavy SRK/SRC - 25ZSP W – Κλιματιστικό  9000 BTU",542,0,0
412556,"Κεραμικό Αερόθερμο Δαπέδου Olimpia Splendid Caldo Design 1800W White",49,0,0
412557,"Κεραμικό Αερόθερμο Δαπέδου Olimpia Splendid Caldo Design 1800W Orange",49,0,0
412558,"Κεραμικό Αερόθερμο Δαπέδου Olimpia Splendid Caldo Design 1800W Green",49,0,0
412559,"Olimpia Splendid 99338 – Αερόθερμο Caldo Relax 2000W",26,0,0
412560,"Αεροθερμο Olimpia Splendid Caldopop Aquamarine 2000 W 99292",26,0,0
412571,"Mitsubishi Electric MSZ/MUZ-HR25VF Κλιματιστικό Inverter 9000 BTU A++/A+",549,0,0
412576,"Primo PRQH-81051 – Θερμάστρα Χαλαζία 1600 W",27,2,1
412582,"Θερμοπομπός Δαπέδου Rohnson R-017 2500W με Ηλεκτρονικό Θερμοστάτη",89,0,0
412618,"Θερμοπομπός Τhermor Soprano Sense 1500w",130,0,0
412651,"Inventor CF-WUHI-16L – Αφυγραντήρας Comfort 16L με Ιονιστή και Wi Fi",206,0,0
412652,"Inventor CF-WUHI-20L – Αφυγραντήρας 20L COMFORT με Ιονιστή & λάμπα UVC Wi Fi",249,0,0
412702,"Inventor RS-WUI – Αφυγραντήρας Rise Pro",269,0,0
412764,"Inventor CF-WUHI – Φίλτρο Αφυγραντήρα",32,13,1
412784,"Αφυγραντήρας Toyotomi Reiko TDE30GDAPB 30lt",427,0,0
412799,"Olimpia Splendid Aquaria S1 20P – Αφυγραντήρας 20 lt",299,2,1
412857,"Inventor AR5VI-09WFI – Κλιματιστικό Inverter 9000 BTU A++",0,0,0
412871,"Pitsos P1ZAI1884W/P1ZAO1884W – Κλιματιστικό Ioli Premium 18000 BTU",723,0,0
412879,"Midea AG2Eco-09NXD0 – Κλιματιστικό 9000 BTU Xtreme Eco Series",439,3,1
412881,"Midea AG2ECO-12NXD0-I/AG2ECO-12N8D0-O – Κλιματιστικό 12000 BTU A++/A+ με Ιονιστή",419,0,0
412883,"Midea AG2Eco-18NXD0 – Κλιματιστικό 18000 BTU Xtreme Eco Series",719,2,1
412885,"Midea AG2Eco-24NXD0 – Κλιματιστικό 24000 BTU Xtreme Eco Series",899,2,1
412893,"Fujitsu ASYG053KLCA – Κλιματιστικό 18000 BTU",875,0,0
412901,"Inventor CR2VI-24WFIB/CR2VO-24B – Κλιματιστικό 24000 BTU A++/A+ με Ιονιστή",1249,0,0
412909,"Rohnson R-8361 – Ανεμιστήρας Επιτραπέζιος Μαύρο",21.5,3,1
412910,"Rohnson R-8371 – Ανεμιστήρας Επιτραπέζιος 45Watt",29,2,1
412911,"Ανεμιστήρας Ορθοστάτης Rohnson R-8300 30 εκ. 2 σε 1",40,0,0
412913,"Rohnson R-8600 – Ανεμιστήρας Ορθοστάτης Μαύρο",71,7,1
412914,"A/C Fujitsu ASYG071KLCA / AOYG071KLCA 24000 Btu",1048,0,0
412917,"Inventor AR5VI-18WFI – Κλιματιστικό 18000 BTU με Ιονιστή",0,0,0
412931,"Inventor ΝUVI-09WF/ΝUVO-09 – Κλιματιστικό 9000 BTU A++/A+ με Ιονιστή",569,0,0
